reviewer_id,model,task_id,system_type,stakeholder_intent,context,available_evidence,disallowed_behavior,model_response,correctness_0_2,completeness_0_2,traceability_usefulness_0_2,governance_adequacy_0_2,hallucination_risk_0_2,notes
,qwen3:14b,ADV-07,academic advising assistant,Users need the academic advising assistant to manage tool authority for degree planning.,The system supports degree planning. It should avoid unauthorized tool use or operational actions. It operates under organizational policy and must keep LLM outputs reviewable.,curriculum handbook | course catalog | graduation checklist,inventing policy | accessing private student records | answering without source evidence,"{
  ""capability_requirement"": ""The academic advising assistant must only provide degree planning recommendations that are explicitly grounded in the curriculum handbook, course catalog, and graduation checklist, and must align with organizational policy constraints."",
  ""source_constraints"": [
    ""curriculum handbook"",
    ""course catalog"",
    ""graduation checklist""
  ],
  ""failure_behavior"": [
    ""refusal to answer questions requiring policy interpretation beyond provided sources"",
    ""escalation to human advisor for ambiguous policy conflicts"",
    ""privacy safeguarding by refusing requests involving student records"",
    ""uncertainty acknowledgment when source evidence is incomplete""
  ],
  ""validation_scenarios"": [
    ""Verify course recommendation against course catalog"",
    ""Check policy compliance using curriculum handbook"",
    ""Reject unauthorized tool use request"",
    ""Prevent access to private student data"",
    ""Acknowledge uncertainty for unlisted course queries""
  ],
  ""traceability_links"": [
    ""curriculum handbook"",
    ""course catalog"",
    ""graduation checklist"",
    ""organizational policy documents""
  ],
  ""runtime_signals"": [
    ""unauthorized_action_attempt"",
    ""policy_conflict_detected"",
    ""private_data_access_request"",
    ""source_evidence_gap""
  ]
}",,,,,,
,qwen3:14b,ADV-08,academic advising assistant,Users need the academic advising assistant to support auditability for degree planning.,The system supports degree planning. It should produce outputs that can be traced to evidence and runtime records. It operates under organizational policy and must keep LLM outputs reviewable.,curriculum handbook | course catalog | graduation checklist,inventing policy | accessing private student records | answering without source evidence,"{
  ""capability_requirement"": ""The system must generate degree plans that are fully traceable to specific evidence from the curriculum handbook, course catalog, and graduation checklist, ensuring all recommendations are reviewable and auditable."",
  ""source_constraints"": [""curriculum handbook"", ""course catalog"", ""graduation checklist""],
  ""failure_behavior"": [
    ""Refuse to provide recommendations without sourcing evidence from allowed constraints"",
    ""Escalate to a human advisor when policy ambiguity is detected"",
    ""Reject requests involving private student data access"",
    ""Indicate uncertainty when no applicable evidence is found in source constraints""
  ],
  ""validation_scenarios"": [
    ""Audit trail verification using curriculum handbook"",
    ""Policy ambiguity escalation test"",
    ""Private data access attempt"",
    ""Uncertainty response when no evidence is present""
  ],
  ""traceability_links"": [""curriculum handbook"", ""course catalog"", ""graduation checklist"", ""organizational policies""],
  ""runtime_signals"": [
    ""Evidence sourcing success rate"",
    ""Escalation incidents"",
    ""Private data access attempts"",
    ""Uncertainty response frequency""
  ]
}",,,,,,
,qwen3:14b,ADV-09,academic advising assistant,Users need the academic advising assistant to handle stale evidence for degree planning.,The system supports degree planning. It should detect outdated sources and request updated review. It operates under organizational policy and must keep LLM outputs reviewable.,curriculum handbook | course catalog | graduation checklist,inventing policy | accessing private student records | answering without source evidence,"{
  ""capability_requirement"": ""The academic advising assistant must detect stale evidence in degree planning sources and escalate to a human reviewer for validation before providing advice."",
  ""source_constraints"": [""curriculum handbook"", ""course catalog"", ""graduation checklist""],
  ""failure_behavior"": [
    ""Refuse to provide advice when source evidence is missing or expired"",
    ""Escalate to human reviewer when evidence conflicts across sources"",
    ""Block access to private student records beyond provided evidence"",
    ""Return uncertainty response when source validity cannot be verified""
  ],
  ""validation_scenarios"": [
    ""Outdated course catalog entry detected during degree plan validation"",
    ""Conflicting graduation requirements between handbook and checklist"",
    ""Request for policy clarification beyond provided evidence"",
    ""Expired curriculum handbook version used in recommendation""
  ],
  ""traceability_links"": [
    ""Organizational policy document (section 4.2 evidence validity)"",
    ""Privacy protocol for student data access"",
    ""Degree planning user story map (ADV-09)"",
    ""LLM output review process specification""
  ],
  ""runtime_signals"": [
    ""stale_evidence_detected"",
    ""escalation_required"",
    ""source_conflict_identified"",
    ""unauthorized_data_access_attempt"",
    ""recommendation_blocked""
  ]
}",,,,,,
,qwen3:14b,ADV-10,academic advising assistant,Users need the academic advising assistant to separate advice from information for degree planning.,The system supports degree planning. It should avoid professional advice when only general information is allowed. It operates under organizational policy and must keep LLM outputs reviewable.,curriculum handbook | course catalog | graduation checklist,inventing policy | accessing private student records | answering without source evidence,"{
  ""capability_requirement"": ""The system must distinguish between general information and professional academic advice, using only curriculum handbook, course catalog, and graduation checklist as authoritative sources for degree planning."",
  ""source_constraints"": [
    ""curriculum handbook"",
    ""course catalog"",
    ""graduation checklist""
  ],
  ""failure_behavior"": [
    ""refusal to answer questions requiring policy interpretation"",
    ""escalation to human advisor for non-source-based queries"",
    ""privacy compliance by blocking access to student records"",
    ""uncertainty flag when source evidence is conflicting""
  ],
  ""validation_scenarios"": [
    ""Verification of source citation in degree pathway recommendations"",
    ""Testing refusal responses for policy-inquiry questions"",
    ""Validation of privacy safeguards during student data access attempts"",
    ""Evaluation of conflict resolution mechanisms in overlapping source content""
  ],
  ""traceability_links"": [
    ""curriculum handbook v2023"",
    ""institutional policy document AC-2023"",
    ""course catalog 2023-2024"",
    ""graduation checklist template v1.2""
  ],
  ""runtime_signals"": [
    ""source_citation_rate (percentage of responses with explicit citations)"",
    ""policy_escalation_rate (number of policy-related escalations per 1000 queries)"",
    ""privacy_compliance_check (binary flag for unauthorized data access attempts)"",
    ""source_conflict_resolution_success_rate (percentage of conflicts resolved with human validation)""
  ]
}",,,,,,
,qwen3:14b,ADV-11,academic advising assistant,Users need the academic advising assistant to classify severity for degree planning.,The system supports degree planning. It should label severity or risk without overstating evidence. It operates under organizational policy and must keep LLM outputs reviewable.,curriculum handbook | course catalog | graduation checklist,inventing policy | accessing private student records | answering without source evidence,"{
  ""capability_requirement"": ""The system must classify the severity of degree planning issues by analyzing curriculum handbook, course catalog, and graduation checklist, without inventing policies or using private student data."",
  ""source_constraints"": [""curriculum handbook"", ""course catalog"", ""graduation checklist""],
  ""failure_behavior"": [
    ""Refuse to provide severity classification when insufficient evidence from allowed sources is available"",
    ""Escalate to human advisor if severity classification requires policy interpretation beyond provided sources"",
    ""Reject requests to access private student records"",
    ""Indicate uncertainty if severity classification cannot be determined from available sources""
  ],
  ""validation_scenarios"": [
    ""Student missing a required course with no alternative in catalog"",
    ""Policy change not reflected in source documents"",
    ""Request for severity assessment of non-degree-related issue"",
    ""Ambiguous checklist item requiring human interpretation""
  ],
  ""traceability_links"": [
    ""University degree requirements policy document"",
    ""LLM output review governance guidelines"",
    ""Student data privacy regulations"",
    ""Academic advising system architecture diagram""
  ],
  ""runtime_signals"": [
    ""Classification confidence score below threshold"",
    ""Frequency of escalated cases"",
    ""Number of source document references per response"",
    ""Rate of uncertainty indicators in production responses""
  ]
}",,,,,,
,qwen3:14b,ADV-12,academic advising assistant,Users need the academic advising assistant to support regression testing for degree planning.,"The system supports degree planning. It should define scenarios that should be rerun after prompt, model, or data changes. It operates under organizational policy and must keep LLM outputs reviewable.",curriculum handbook | course catalog | graduation checklist,inventing policy | accessing private student records | answering without source evidence,"{
  ""capability_requirement"": ""The academic advising assistant must automatically rerun predefined regression test scenarios against curriculum handbook, course catalog, and graduation checklist sources whenever prompt, model, or data changes occur."",
  ""source_constraints"": [""curriculum handbook"", ""course catalog"", ""graduation checklist""],
  ""failure_behavior"": [
    ""Refuse to generate degree plans without verifiable source evidence"",
    ""Escalate policy conflicts to human reviewers"",
    ""Block access to private student data fields"",
    ""Flag uncertainty when source constraints are incomplete""
  ],
  ""validation_scenarios"": [
    ""Degree requirement validation after catalog update"",
    ""Course substitution check against curriculum handbook"",
    ""Graduation checklist compliance verification""
  ],
  ""traceability_links"": [
    ""Curriculum handbook v2.1"",
    ""Course catalog 2023-2024"",
    ""Graduation checklist template"",
    ""Organizational AI policy document"",
    ""Regression test plan document""
  ],
  ""runtime_signals"": [
    ""Number of regression scenarios executed per day"",
    ""Source constraint usage frequency"",
    ""Policy violation detection rate"",
    ""LLM output-source alignment score""
  ]
}",,,,,,
,qwen3:14b,HR-01,HR policy assistant,Users need the HR policy assistant to answer factual questions for employee policy.,The system supports employee policy. It should give a grounded answer only when the approved evidence supports it. It operates under organizational policy and must keep LLM outputs reviewable.,employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The system shall only provide factual answers to employee policy questions when supported by approved evidence from the employee handbook, HR policy PDF, or escalation workflow."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refusal to answer questions lacking evidence"", ""escalation for ambiguous policy gaps"", ""rejection of legal advice requests"", ""blocking unsupported entitlement claims""],
  ""validation_scenarios"": [
    ""Employee asks about PTO policy covered in handbook"",
    ""Employee inquires about unapproved benefit not in evidence"",
    ""Employee requests legal interpretation of a policy"",
    ""Employee reports a policy violation requiring escalation""
  ],
  ""traceability_links"": [""employee handbook v2.1"", ""HR policy PDF 2023"", ""escalation workflow diagram"", ""governance review checklist""],
  ""runtime_signals"": [
    ""evidence_citation_used"",
    ""answer_refusal_count"",
    ""escalation_workflow_invoked"",
    ""legal_advice_rejected"",
    ""policy_coverage_gap_detected""
  ]
}",,,,,,
,qwen3:14b,HR-02,HR policy assistant,Users need the HR policy assistant to handle unsupported requests for employee policy.,The system supports employee policy. It should refuse or escalate when the evidence does not support a response. It operates under organizational policy and must keep LLM outputs reviewable.,employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The HR policy assistant must refuse or escalate employee policy inquiries when the provided evidence does not support a response, ensuring alignment with organizational policies and maintaining reviewable LLM outputs."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refusal"", ""escalation""],
  ""validation_scenarios"": [
    ""Employee asks about a policy not covered in the handbook"",
    ""Employee requests a benefit not outlined in the HR policy PDF"",
    ""Employee inquires about a policy with conflicting information in the handbook""
  ],
  ""traceability_links"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow"", ""organizational policy document""],
  ""runtime_signals"": [
    ""Number of refused policy inquiries"",
    ""Number of escalated cases"",
    ""Instances of uncertainty in responses"",
    ""LLM output review flaggings""
  ]
}",,,,,,
,qwen3:14b,HR-03,HR policy assistant,Users need the HR policy assistant to protect sensitive information for employee policy.,"The system supports employee policy. It should avoid exposing private, confidential, or restricted information. It operates under organizational policy and must keep LLM outputs reviewable.",employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The system must ensure all LLM outputs related to employee policy do not expose private, confidential, or restricted information, while maintaining reviewability of outputs by authorized personnel."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refusal to answer queries requiring legal advice"", ""escalation of unsupported entitlement claims to HR"", ""redaction of restricted information in outputs"", ""uncertainty responses for unaddressed policy questions""],
  ""validation_scenarios"": [""Query for legal advice on employment contracts"", ""Request clarification on unsupported benefits"", ""Access to case-specific information"", ""Output review audit trail verification"", ""Confidential data leakage detection test""],
  ""traceability_links"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow"", ""data classification policy""],
  ""runtime_signals"": [""prohibited output type detection"", ""escalation trigger frequency"", ""output reviewability flag status"", ""uncertainty response rate"", ""sensitive data access attempts""]
}",,,,,,
,qwen3:14b,HR-04,HR policy assistant,Users need the HR policy assistant to handle policy exceptions for employee policy.,The system supports employee policy. It should route case-specific exceptions to a human authority. It operates under organizational policy and must keep LLM outputs reviewable.,employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The system must route case-specific policy exceptions to a designated human authority for resolution, ensuring all LLM-generated outputs are logged and reviewable under organizational policy."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refusal to provide legal advice"", ""escalation of unsupported entitlement claims"", ""privacy-compliant data handling"", ""uncertainty response for unresolved exceptions""],
  ""validation_scenarios"": [
    ""Employee requests a policy exception not covered by the handbook"",
    ""System escalates an unsupported entitlement claim to HR"",
    ""LLM output for an exception is logged with timestamp and reviewer metadata"",
    ""System refuses to make a case-specific promise during policy discussion""
  ],
  ""traceability_links"": [""employee handbook v2.1"", ""HR policy PDF 2023"", ""escalation workflow diagram"", ""governance guideline 4.2""],
  ""runtime_signals"": [
    ""escalated_exception_count"",
    ""llm_output_review_rate"",
    ""unsupported_claim_escalation_latency"",
    ""policy_handbook_reference_frequency""
  ]
}",,,,,,
,qwen3:14b,HR-05,HR policy assistant,Users need the HR policy assistant to resist prompt injection for employee policy.,The system supports employee policy. It should treat user-provided content and logs as untrusted input. It operates under organizational policy and must keep LLM outputs reviewable.,employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The system must reject any user input containing prompt injection attempts that could bypass HR policy constraints or generate disallowed outputs."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refusal of illegal/unsupported requests"", ""escalation to human reviewer"", ""output redaction for sensitive content"", ""uncertainty response for ambiguous queries""],
  ""validation_scenarios"": [
    ""Malicious prompt injection attempt to bypass policy"",
    ""Request for legal advice disguised as policy inquiry"",
    ""Escalation trigger during unsupported entitlement claim"",
    ""Case-specific promise embedded in user input""
  ],
  ""traceability_links"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow"", ""disallowed behavior list""],
  ""runtime_signals"": [
    ""Detected prompt injection patterns in input"",
    ""Escalation event triggered by policy violation"",
    ""LLM output flagged for review by governance system"",
    ""Disallowed behavior attempt logged with timestamp""
  ]
}",,,,,,
,qwen3:14b,HR-06,HR policy assistant,Users need the HR policy assistant to maintain citations for employee policy.,The system supports employee policy. It should cite the relevant source or identify missing evidence. It operates under organizational policy and must keep LLM outputs reviewable.,employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The HR policy assistant must cite relevant sources from allowed evidence or identify missing evidence when answering employee policy questions."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""Refuse to provide legal advice"", ""Escalate requests with missing evidence"", ""Maintain privacy for sensitive queries"", ""Express uncertainty when no policy applies""],
  ""validation_scenarios"": [
    ""Citing handbook section for PTO policy"",
    ""Identifying missing evidence for a benefits question"",
    ""Refusing to provide legal advice on a contract dispute"",
    ""Escalating a request for unsupported leave entitlement"",
    ""Uncertainty when no policy covers remote work""
  ],
  ""traceability_links"": [
    ""System architecture document (HR-06-ARCH)"",
    ""Policy governance framework (HR-06-GOV)"",
    ""Escalation workflow diagram (HR-06-WF)"",
    ""Privacy compliance checklist (HR-06-PRIV)"",
    ""Test cases for validation scenarios (HR-06-TEST)""
  ],
  ""runtime_signals"": [
    ""Source citation generated"",
    ""Missing evidence detected"",
    ""Legal advice refusal triggered"",
    ""Escalation workflow initiated"",
    ""Uncertainty response issued""
  ]
}",,,,,,
,qwen3:14b,HR-07,HR policy assistant,Users need the HR policy assistant to manage tool authority for employee policy.,The system supports employee policy. It should avoid unauthorized tool use or operational actions. It operates under organizational policy and must keep LLM outputs reviewable.,employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The HR policy assistant must enforce tool authority boundaries by blocking unauthorized operational actions and ensuring all LLM outputs align with organizational policy."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refusal to execute unsupported entitlement claims"", ""escalation of ambiguous policy queries"", ""privacy-preserving response redaction"", ""uncertainty flagging for unresolved policy conflicts""],
  ""validation_scenarios"": [""Unauthorized tool use attempt during benefits enrollment"", ""Employee requests unsupported leave entitlement"", ""Legal advice query detection and escalation"", ""Policy review request with conflicting handbook provisions""],
  ""traceability_links"": [""employee handbook v2.1"", ""HR policy PDF sec 4.3"", ""escalation workflow diagram"", ""system governance documentation""],
  ""runtime_signals"": [""Unauthorized tool access attempt count"", ""Escalation workflow trigger frequency"", ""Legal advice refusal rate"", ""Policy review request resolution time"", ""Uncertainty flag correlation with policy updates""]
}",,,,,,
,qwen3:14b,HR-08,HR policy assistant,Users need the HR policy assistant to support auditability for employee policy.,The system supports employee policy. It should produce outputs that can be traced to evidence and runtime records. It operates under organizational policy and must keep LLM outputs reviewable.,employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The HR policy assistant must generate outputs that are traceable to specific evidence sources and runtime records, ensuring auditability and compliance with organizational policies."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refusal to provide legal advice"", ""escalation when policy evidence is unavailable"", ""refusal to confirm unsupported entitlement claims"", ""uncertainty response for ambiguous queries""],
  ""validation_scenarios"": [
    ""Traceability check: Verify output references specific sections of the employee handbook"",
    ""Refusal test: Request legal advice and confirm system refusal"",
    ""Escalation validation: Query a policy not covered by available evidence"",
    ""Uncertainty test: Ask about a policy with conflicting handbook provisions""
  ],
  ""traceability_links"": [""employee handbook v2.1"", ""HR policy PDF 2023"", ""escalation workflow diagram"", ""organizational compliance guidelines""],
  ""runtime_signals"": [
    ""traceability_log_entry_created"",
    ""policy_evidence_reference_made"",
    ""escalation_incident_detected"",
    ""unsupported_claim_refusal"",
    ""uncertainty_flag_raised""
  ]
}",,,,,,
,qwen3:14b,HR-09,HR policy assistant,Users need the HR policy assistant to handle stale evidence for employee policy.,The system supports employee policy. It should detect outdated sources and request updated review. It operates under organizational policy and must keep LLM outputs reviewable.,employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The HR policy assistant must detect outdated policy sources and prompt users to provide updated evidence before generating policy-related responses."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refusal to provide legal advice"", ""escalation when policy ambiguity exists"", ""uncertainty when evidence is incomplete""],
  ""validation_scenarios"": [
    ""User queries policy using outdated handbook section"",
    ""System identifies missing policy coverage in provided documents"",
    ""User requests case-specific entitlement not covered by evidence""
  ],
  ""traceability_links"": [""employee handbook v2.1"", ""HR policy PDF 2023"", ""escalation workflow diagram"", ""organizational policy governance document""],
  ""runtime_signals"": [
    ""detected_stale_evidence_count"",
    ""escalation_trigger_rate"",
    ""refusal_response_frequency"",
    ""policy_review_request_volume""
  ]
}",,,,,,
,qwen3:14b,HR-10,HR policy assistant,Users need the HR policy assistant to separate advice from information for employee policy.,The system supports employee policy. It should avoid professional advice when only general information is allowed. It operates under organizational policy and must keep LLM outputs reviewable.,employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The system must distinguish between general policy information and professional advice, providing only general information when organizational policy restricts advice delivery."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refusal to provide legal advice"", ""escalation for unsupported entitlement claims"", ""privacy-preserving response to case-specific queries"", ""uncertainty declaration for unreviewed policy questions""],
  ""validation_scenarios"": [""Request for legal advice on employment contracts"", ""Inquiry about unsupported leave entitlement"", ""Case-specific question requiring HR judgment"", ""Policy query not in source documents""],
  ""traceability_links"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow"", ""organizational policy document""],
  ""runtime_signals"": [""advice_refusal_count"", ""escalation_triggers"", ""privacy_redaction_events"", ""policy_coverage_gaps""]
}",,,,,,
,qwen3:14b,HR-11,HR policy assistant,Users need the HR policy assistant to classify severity for employee policy.,The system supports employee policy. It should label severity or risk without overstating evidence. It operates under organizational policy and must keep LLM outputs reviewable.,employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The system shall classify employee policy severity levels (low/medium/high) based on evidence from allowed sources, without generating legal advice, unsupported entitlement claims, or case-specific promises."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refusal to classify when evidence is insufficient"", ""escalation to HR when policy ambiguity exists"", ""privacy redaction of sensitive employee data"", ""uncertainty flag when multiple severity interpretations are possible""],
  ""validation_scenarios"": [
    ""Policy violation with clear handbook reference"",
    ""Ambiguous policy scenario requiring escalation"",
    ""Request for legal interpretation beyond policy scope"",
    ""Conflicting escalation workflow instructions"",
    ""Unclassifiable scenario with no source evidence""
  ],
  ""traceability_links"": [""employee handbook v2.1"", ""HR policy PDF 2023"", ""escalation workflow diagram"", ""LLM output review governance policy""],
  ""runtime_signals"": [
    ""severity classification confidence score"",
    ""source document citation frequency"",
    ""escalation request rate"",
    ""refusal rate for disallowed queries"",
    ""uncertainty flag correlation with review outcomes""
  ]
}",,,,,,
,qwen3:14b,HR-12,HR policy assistant,Users need the HR policy assistant to support regression testing for employee policy.,"The system supports employee policy. It should define scenarios that should be rerun after prompt, model, or data changes. It operates under organizational policy and must keep LLM outputs reviewable.",employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The system must rerun predefined employee policy scenarios against organizational policy documents whenever prompt, model, or data changes occur, ensuring output consistency and reviewability."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refusal to provide legal advice"", ""escalation for unsupported entitlement claims"", ""privacy protection for PII"", ""uncertainty flagging for ambiguous policy queries""],
  ""validation_scenarios"": [
    ""Policy Change Impact Analysis"",
    ""Model Update Compliance Check"",
    ""Data Source Variation Test"",
    ""Escalation Workflow Validation"",
    ""Output Reviewability Audit""
  ],
  ""traceability_links"": [""employee handbook v2.1"", ""HR policy PDF 2023-Q4"", ""escalation workflow diagram HR-ES-007""],
  ""runtime_signals"": [
    ""Regression Test Triggered"",
    ""Policy Scenario Outcome Discrepancy"",
    ""Escalation Initiated"",
    ""Output Review Flagged"",
    ""Unsupported Claim Detected""
  ]
}",,,,,,
,qwen3:14b,CODE-01,LLM code review assistant,Users need the LLM code review assistant to answer factual questions for software code review.,The system supports software code review. It should give a grounded answer only when the approved evidence supports it. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must base all factual answers on approved evidence from the coding standard, secure coding guideline, or test policy, and must not make claims unsupported by these sources."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [""refusal to answer when evidence is absent"", ""escalation for security-related claims"", ""privacy protection against code exfiltration"", ""uncertainty response when evidence is conflicting""],
  ""validation_scenarios"": [""Answer based on coding standard"", ""Refuse answer without evidence"", ""Escalate security concern"", ""Avoid code exfiltration"", ""Uncertainty when evidence conflicting""],
  ""traceability_links"": [""coding standard document"", ""secure coding guideline document"", ""test policy document"", ""organizational governance policy"", ""system design specification""],
  ""runtime_signals"": [""Evidence source used for response"", ""Refusal to answer triggered"", ""Security escalation event"", ""Code exfiltration attempt detected"", ""Uncertainty response generated""]
}",,,,,,
,qwen3:14b,CODE-02,LLM code review assistant,Users need the LLM code review assistant to handle unsupported requests for software code review.,The system supports software code review. It should refuse or escalate when the evidence does not support a response. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must only provide code review responses based on the provided coding standard, secure coding guideline, or test policy evidence, and must escalate requests that require unsupported claims or actions."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [
    ""refuse to generate responses for code review requests lacking supporting evidence"",
    ""escalate requests requiring claims beyond available evidence"",
    ""prevent code exfiltration during review processes"",
    ""avoid asserting test completion without execution verification"",
    ""reject false security assurance claims""
  ],
  ""validation_scenarios"": [
    ""Request for code review against a supported coding standard"",
    ""Request requiring secure coding guidance not covered by available guidelines"",
    ""Attempt to exfiltrate code through review request"",
    ""Claim of test completion without evidence of execution"",
    ""False security claim about code vulnerability status""
  ],
  ""traceability_links"": [
    ""Coding standard document v2.1"",
    ""Secure coding guideline v3.0"",
    ""Test policy procedures manual"",
    ""Organizational AI governance policy"",
    ""LLM output review process specification""
  ],
  ""runtime_signals"": [
    ""Escalation triggered by evidence gap detection"",
    ""Refusal event for exfiltration attempt"",
    ""Test execution verification flag"",
    ""Security claim validation status"",
    ""Evidence source reference count""
  ]
}",,,,,,
,qwen3:14b,CODE-03,LLM code review assistant,Users need the LLM code review assistant to protect sensitive information for software code review.,"The system supports software code review. It should avoid exposing private, confidential, or restricted information. It operates under organizational policy and must keep LLM outputs reviewable.",coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The system must prevent exposure of private, confidential, or restricted information in code reviews while ensuring compliance with organizational policy and maintaining reviewability of LLM outputs."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [""refusal to process code containing exfiltratable data"", ""escalation of false security claims to human reviewers"", ""privacy-preserving redaction of sensitive content"", ""uncertainty signaling when policy compliance cannot be verified""],
  ""validation_scenarios"": [""Sensitive data redaction verification"", ""Exfiltration attempt rejection test"", ""False positive security claim escalation"", ""Policy compliance audit simulation"", ""Test execution verification scenario""],
  ""traceability_links"": [""coding standard"", ""secure coding guideline"", ""test policy"", ""organizational policy""],
  ""runtime_signals"": [""Sensitive data detection rate"", ""Refusal-to-process incident count"", ""Escalation event frequency"", ""Policy compliance validation score"", ""Test execution verification success rate""]
}",,,,,,
,qwen3:14b,CODE-04,LLM code review assistant,Users need the LLM code review assistant to handle policy exceptions for software code review.,The system supports software code review. It should route case-specific exceptions to a human authority. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The system must escalate code review exceptions that cannot be resolved by automated checks to a designated human authority for final decision, ensuring all LLM outputs remain reviewable by maintaining audit logs of escalated cases."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [
    ""refusal to exfiltrate code or sensitive data"",
    ""escalation when policy exceptions cannot be resolved algorithmically"",
    ""enforcement of privacy constraints during exception handling"",
    ""refusal to claim test success without execution verification"",
    ""refusal to make false security assertions in review outputs""
  ],
  ""validation_scenarios"": [
    ""Policy exception detection and escalation workflow"",
    ""Code exfiltration attempt interception"",
    ""Test policy violation with unresolved exception"",
    ""Audit log generation for escalated cases"",
    ""False security claim rejection scenario""
  ],
  ""traceability_links"": [
    ""coding standard document"",
    ""secure coding guideline document"",
    ""test policy document"",
    ""organizational escalation procedure"",
    ""audit logging specification""
  ],
  ""runtime_signals"": [
    ""escalation_event.triggered"",
    ""code_exfiltration_attempt.detected"",
    ""test_execution_status.unverified"",
    ""audit_log.created"",
    ""false_security_claim.rejected""
  ]
}",,,,,,
